,W_v_MARITAL_STATUS,W_v_FLAG_RESIDENCIAL_PHONE,W_v_arbol_AGE,W_v_arbol_MONTHS_IN_THE_JOB,W_v_AGE,W_v_MONTHS_IN_THE_JOB
0,0.1721956146801067,-0.09079576364856204,0.08829698475213475,0.09722463683634013,0.12413533281300487,0.09722463683634013
1,0.1721956146801067,-0.09079576364856204,-0.47124943788994705,0.21537901711852617,-0.38987393562996503,0.17693608795512117
2,0.1721956146801067,-0.09079576364856204,0.5458731382138894,0.21537901711852617,0.39034729041955996,0.17693608795512117
3,0.1721956146801067,-0.09079576364856204,-0.348251998097318,0.21537901711852617,-0.38987393562996503,0.17693608795512117
4,0.15333952046829472,-0.09079576364856204,-0.47124943788994705,0.09722463683634013,-0.38987393562996503,0.09722463683634013
5,0.1721956146801067,0.3706068396955775,0.5458731382138894,0.21537901711852617,0.39034729041955996,0.17693608795512117
6,0.1721956146801067,-0.09079576364856204,0.08829698475213475,0.21537901711852617,0.12413533281300487,0.17693608795512117
7,0.1721956146801067,-0.09079576364856204,-0.22183705161473677,-0.15528323847783307,-0.16003810604657345,-0.14393346210055047
8,0.1721956146801067,0.3706068396955775,-0.1087651005109892,0.09722463683634013,-0.16003810604657345,0.09722463683634013
9,-0.24187712137708484,-0.09079576364856204,-0.47124943788994705,-0.15528323847783307,-0.38987393562996503,-0.14393346210055047
10,-0.24187712137708484,0.3706068396955775,0.15516020492955407,0.00384898351900196,0.12413533281300487,-0.14393346210055047
11,0.15333952046829472,-0.09079576364856204,0.08829698475213475,0.09722463683634013,0.12413533281300487,0.09722463683634013
12,0.1721956146801067,0.3706068396955775,0.15516020492955407,0.21537901711852617,0.12413533281300487,0.17693608795512117
13,-0.24187712137708484,-0.09079576364856204,-0.1087651005109892,-0.38667157505101923,-0.16003810604657345,-0.36746180082887564
14,-0.24187712137708484,-0.09079576364856204,-0.22183705161473677,-0.23612883659995995,-0.16003810604657345,-0.14393346210055047
15,0.1721956146801067,-0.09079576364856204,0.08829698475213475,0.21537901711852617,0.12413533281300487,0.17693608795512117
16,-0.24187712137708484,-0.09079576364856204,-0.348251998097318,0.09722463683634013,-0.38987393562996503,0.09722463683634013
17,-0.24187712137708484,0.3706068396955775,-0.348251998097318,0.00384898351900196,-0.38987393562996503,-0.14393346210055047
18,0.1721956146801067,-0.09079576364856204,-0.348251998097318,0.00384898351900196,-0.38987393562996503,-0.14393346210055047
19,-0.24187712137708484,-0.09079576364856204,0.08829698475213475,0.21537901711852617,0.12413533281300487,0.17693608795512117
20,-0.24187712137708484,-0.09079576364856204,-0.22183705161473677,-0.38667157505101923,-0.16003810604657345,-0.36746180082887564
21,-0.24187712137708484,-0.09079576364856204,-0.1087651005109892,-0.15528323847783307,-0.16003810604657345,-0.14393346210055047
22,0.1721956146801067,0.3706068396955775,0.08829698475213475,0.21537901711852617,0.12413533281300487,0.17693608795512117
23,-0.24187712137708484,0.3706068396955775,-0.47124943788994705,0.09722463683634013,-0.38987393562996503,0.09722463683634013
24,-0.24187712137708484,-0.09079576364856204,-0.47124943788994705,-0.23612883659995995,-0.38987393562996503,-0.14393346210055047
25,0.1721956146801067,-0.09079576364856204,0.29126394162102964,0.21537901711852617,0.39034729041955996,0.17693608795512117
26,0.1721956146801067,0.3706068396955775,0.08829698475213475,0.00384898351900196,0.12413533281300487,0.17693608795512117
27,0.1721956146801067,-0.09079576364856204,0.29126394162102964,0.21537901711852617,0.39034729041955996,0.17693608795512117
28,-0.2616948948982247,-0.09079576364856204,-0.348251998097318,-0.15528323847783307,-0.38987393562996503,-0.14393346210055047
29,0.1721956146801067,-0.09079576364856204,-0.47124943788994705,0.09722463683634013,-0.38987393562996503,0.09722463683634013
30,0.1721956146801067,-0.09079576364856204,0.18059381358399806,0.00384898351900196,0.12413533281300487,0.17693608795512117
31,-0.2616948948982247,0.3706068396955775,0.08829698475213475,0.09722463683634013,0.12413533281300487,0.09722463683634013
32,-0.24187712137708484,-0.09079576364856204,-0.348251998097318,0.09722463683634013,-0.38987393562996503,0.09722463683634013
33,0.1721956146801067,-0.09079576364856204,-0.47124943788994705,0.09722463683634013,-0.38987393562996503,0.09722463683634013
34,0.1721956146801067,-0.09079576364856204,0.08829698475213475,0.09722463683634013,0.12413533281300487,0.09722463683634013
35,-0.24187712137708484,-0.09079576364856204,-0.1087651005109892,0.00384898351900196,-0.16003810604657345,-0.14393346210055047
36,0.1721956146801067,-0.09079576364856204,0.18059381358399806,0.21537901711852617,0.12413533281300487,0.17693608795512117
37,0.1721956146801067,0.3706068396955775,-0.22183705161473677,-0.38667157505101923,-0.16003810604657345,-0.36746180082887564
38,-0.24187712137708484,-0.09079576364856204,-0.47124943788994705,-0.38667157505101923,-0.38987393562996503,-0.36746180082887564
39,0.1721956146801067,-0.09079576364856204,-0.1087651005109892,0.21537901711852617,-0.16003810604657345,0.17693608795512117
40,0.1721956146801067,-0.09079576364856204,-0.1087651005109892,-0.38667157505101923,-0.16003810604657345,-0.36746180082887564
41,-0.2616948948982247,0.3706068396955775,-0.348251998097318,-0.23612883659995995,-0.38987393562996503,-0.14393346210055047
